Word,Brief Definition,Long Definition,Synonyms,Antonyms,Video Url,Video Title,Context Paragraph
Restitution,The return of a stolen vase to its rightful owner.,Restitution of lost property is the “act of setting up” someone with that lost property or its equivalent “again.”,"chivalrous, disburse, emolument, expiate, fungible, indemnify, propitiate, propriety, reciprocate, recompense, recoup, rectitude, redress, remuneration, retribution, statutory","abate, abolish, abrogate, annulment, expunge, extirpate, irrevocable, oblivious, renege, rescind, unremitting, unrequited",https://cdn0.membean.com/video/examplevids/restitution.mp4,SeinfeldKramer wants restitution for some bad fruit that the grocer sold him.," Many countries are wrestling with the idea of considering a form of compensation or restitution of money and property taken from Jews during the Holocaust.  The questions range from what a proper amount of restitution would be, to deciding whom would receive such financial repayment.  Most agree that the Holocaust victims or their children deserve some sort of restitution in the form of either giving back property lost or paying back money for damages and injury suffered."
Restive,It is being impatient and uneasy.,"Someone who has become restive has been “staying put” or “standing still” for too long, causing him to become agitated, nervous, and impatient.","bilious, bristling, contumacious, ennui, fractious, impetuous, implacable, incorrigible, intractable, irascible, obstinate, obstreperous, petulant, querulous, recalcitrant, refractory, tedium","acquiesce, amenable, bonhomie, complaisant, deference, demure, docile, irreproachable, pertinacious, plastic, pliant, politic, propitiate, propriety, regimented, servile, subservient, tenacious, zealous",https://cdn0.membean.com/video/examplevids/restive.mp4,," Since young Colin had been waiting a long time for his appointment with the doctor, he was becoming restive , impatient, and filled with complaints.  His tired mother tried her best to control Colin’s outbursts of temper, but his restive , uneasy, and nervous behavior did not stop.  When the doctor at long last saw him, Colin’s restive or restless behavior turned to dread and stillness when he saw the needle for his shot."
Reticent,They are worried what others might think if they share about themselves.,A reticent person is in a “state or condition of being thoroughly silent or quiet.”,"abstinence, demure, disinterested, dour, impassive, laconic, pithy, politic, succinct, tacit, taciturn, terse, troglodyte","audacious, bombastic, brazen, candor, complaisant, congenial, convivial, effusive, elocution, exuberance, garrulous, glib, grandiloquent, gregarious, hubris, impetuous, indiscreet, loquacious, overt, overweening, prattle, prolix, verbose, voluble",https://cdn0.membean.com/video/examplevids/reticent.mp4,2001 A Space OdysseyHe is reticent to answer the question.," Even though she was among friends, Leigh was reticent and so hesitated to share her true feelings on the subject at hand.  She was afraid that her friends would laugh at her, and so she remained quiet or reticent about voicing her thoughts.  Noticing Leigh’s silence, Matthew approached her later to ask if she might consider breaking her reticence or reserve in a more private conversation."
Retinue,The security team and aides who always travel with a world leader.,A retinue is a group of people being “retained” or “held back” by a single important person to support him or her.,"adjunct, aggregate, ancillary, bevy, cabal, cadre, clique, concomitant, coterie, deify, entourage, lionize, milieu, sycophant","cynosure, luminary, paragon",https://cdn0.membean.com/video/examplevids/retinue.mp4,YouTube: Dish NationAshley Judd has quite the feline retinue!," The star of the Broadway show traveled with a complete retinue or staff of people to support her.  The retinue or attendants included her agent, her stylist, her legal counsel, and various family members.  As soon as I saw her pet monkey, complete with his own retinue or group of caretakers, I knew that her star-studded world was far removed from mine."
Retrench,It lessens the money it spends to save funds.,"A “trench” is a “long, narrow ditch” that has been “cut” from the ground, in much the same way that the “trunk” of a tree is what remains after all the branches have been “removed by chopping.”  Hence, to retrench is to “cut” or “chop back” on all unnecessary expenses, and then take cover within one’s new “trench” in the hope of weathering the financial storm.","abate, abeyance, abnegation, abolish, abridge, abstinence, attenuate, cede, curtail, diminution, efface, excise, extirpate, pare, rarefy, truncate","accoutrement, addendum, aggrandize, augment, bedevil, beleaguer, beset, crescendo, distend, exorbitant, inordinate, interpolate, preponderance, prodigal, prodigious, proliferate",https://cdn0.membean.com/video/examplevids/retrench.mp4,," When profits decreased that winter, Hal’s company committed to a plan of retrenching or reducing costs.  Hal removed extra expenses and thus retrenched company spending, most notably by delaying improvements to the main office.  The expensive architectural plan could wait until profits increased; the money saved from retrenching or cutting back on that huge expense could be used to draw additional customers through increased marketing expenditure."
Retribution,You want to punish them for doing something that harmed you.,Retribution is the “act of giving credit back” to another who has wronged you in order to settle the score.,"affliction, expiate, inexorable, propitiate, punitive, reciprocate, recompense, recoup, redress, reprisal, restitution, tribulation, vendetta","abate, abolish, abrogate, annulment, clemency, indemnify, irrevocable, renege, rescind, unremitting, unrequited",https://cdn0.membean.com/video/examplevids/retribution.mp4,The Princess BrideInigo Montoya seeks retribution for the death of his father at the hands of the six-fingered man.," After being wrongly imprisoned for fifty years, Monty sought retribution for his pain by severely punishing his enemies.  He thoroughly blamed those who were responsible for his misery behind bars, and his revenge or retribution took the form of political shame and financial ruin.  Monty performed that retribution or payback in secret, taking the law into his own hands."
Retrograde,A car that’s rolling backward down a hill.,Retrograde motion is “stepping backward” to a formerly worse condition.,"abysmal, decadent, derelict, dilapidated, effete, pejorative, recidivism, subvert","alleviate, ameliorate, amenable, augment, convalescent, crescendo, edification, immutable, infallible, interminable, mitigate, panacea, perennial",https://cdn0.membean.com/video/examplevids/retrograde.mp4,," Due to a miscalculation, the experiment quickly became retrograde or entered a state of decline.  Dr. Orbit studied the data with disappointment at its downturn, moaning about this retrograde or backward step.  No one in the lab knew exactly why the cellular interactions were slowing to a retrograde phase or retreat to its formerly inferior position, but Dr.  Orbit was bound and determined to find out why."
Retrospect,You can use the knowledge you currently possess to better understand its past.,Retrospect is a “looking back” into the past.,"adjudicate, cogitate, deliberate, delineate, discern, envisage, evocation, incisive, perspicacity, ruminate, sagacious","adumbrate, augury, clairvoyant, epiphany, harbinger, portent, precursor, presage, prescient, prognosticate, prophetic",https://cdn0.membean.com/video/examplevids/retrospect.mp4,," In retrospect , looking back over her last fifty years, Elizabeth wished that she had not taken herself so seriously.  While grateful for her wealth and the gift of her large family, she became certain, in retrospect or by careful consideration of bygone events, that she had worked too hard.  Elizabeth now believed, by means of past review or intense retrospect , that giving oneself a break now and then was a key to happiness."
Revelry,A huge feast followed by singing and dancing.,"Revelry is like “war” because it “fights,” albeit mildly, against acceptable norms of behavior; hence, revelry, like a rebel, goes against the daily acceptable order of everyday life.  Note that, via Grimm’s law, the “b” of “rebel” and the “v” of “revel” are interchangeable.","affable, blithe, boisterous, buoyant, cavort, complaisant, concordant, congenial, convivial, droll, ebullient, effervescent, effusive, exult, felicity, fete, gambol, gregarious, jocular, regale","brusque, choleric, despondent, dirge, dour, ennui, irascible, lugubrious, melancholy, morose, recluse, saturnine, tedium, troglodyte, truculent",https://cdn0.membean.com/video/examplevids/revelry.mp4,Dick Clark: New Year's Eve 2000Revelry fit to the momentous occasion.," Andrew and Toby went wild on their birthdays, treating themselves with sodas, two birthday cakes, and pizzas in a general merriment or energetic revelry that had people bouncing off the walls.  When the twins got together, revelry and celebration were sure to follow since their birthdays were on the very same day, which made things twice as fun.  Their loud party or revelry woke up a man next door who pounded on their door with his walking stick to get their attention.  The fellows met him with a huge piece of cake and a Coke as well, and without hesitation invited him to join in the crazily fun festival or revelry ."
Reverie,A daydream in math class that involves your fishing on a lake.,From a root word meaning “to dream.”,"arbitrary, capricious, chimerical, cogitate, desultory, idiosyncratic, illusory, incongruous, listless, melancholy, mercurial, nostalgic, oblivious, pensive, retrospect, ruminate, stupor, volatile, whimsical, wistful","acuity, acumen, discern, elucidate, empirical, incisive, meticulous, objective, perspicacity, pragmatic, punctilious, scrupulous, veracity",https://cdn0.membean.com/video/examplevids/reverie.mp4,Flight of the ConchordsShe is having quite the nice reverie.," As he swayed in the hammock, Arthur allowed his thoughts to drift, entering a dreamy state of reverie .  He imagined pictures in the clouds, and in this reverie or reflection, Arthur lost track of time.  It wasn’t until the stars surfaced in the sky that Arthur realized he had spent the entire day telling himself stories in a state of fantasy, daydreaming, and reverie ."
Revile,They have committed horrible acts against other people.,"When one is vile, one is “mean” or “wicked” or “base.”  Hence to revile a vile person is to throw that “meanness or wickedness back” at him.","berate, besmirch, calumny, chastise, defile, denigrate, denounce, malign, misanthrope, pillory, reprobate, stigma, traduce, troglodyte, vilify, vitriolic, vituperative","affable, auspicious, benign, complaisant, congenial, innocuous, philanthropy, propitious, salubrious, salutary, unsullied",https://cdn0.membean.com/video/examplevids/revile.mp4,," Whenever poor Peter visited his mother-in-law, she unfailingly reviled or harshly scolded him, telling him that he was never good enough for her daughter.  She always had verbally abused or reviled Peter, despite his best efforts to please and impress her.  She sharply criticized or reviled Peter’s every choice and action—he just couldn’t do anything right."
Rhetoric,Effectively using language to persuade other people.,"One who skillfully uses rhetoric is “like a public speaker.”  A rhetor in ancient Rome taught the advanced skill of using rhetoric while making public speeches, an especially useful skill for lawyers.","articulate, bombastic, byzantine, convoluted, demagogue, didactic, disingenuous, elocution, flamboyant, glib, grandiloquent, labyrinthine, ornate, ostentatious, parlance, prevaricate, specious, turgid, verbiage","altruistic, candor, empirical, ingenuous, innocuous, objective, overt, reticent, unadorned, veracity, verisimilitude, verity",https://cdn0.membean.com/video/examplevids/rhetoric.mp4,," As an engaged citizen, Samantha felt that the administration’s use of misleading terminology or political rhetoric led listeners to believe false ideas.  Recurring persuasive statements or rhetoric were communicated about security issues, leaving people confused about what the threats might truly be.  Such influential but deceptive rhetoric does not inform, but rather convinces through exaggeration."
Rife,A school could have a problem with too many students cheating in classes.,"From a root word meaning to “flow through.”
origin:  Old English


Knowing language of origin or etymology is not important; but is sometimes interesting enough to make the word memorable. Only such words have associated maps.
","affliction, affluence, contagion, copious, cornucopia, crescendo, diffuse, endemic, indigenous, luxuriant, malady, opulent, panoply, plethora, prodigal, profusion, prolific, rampant, suffuse, ubiquitous","abate, atrophy, dearth, decadent, paucity, plummet, privation, sporadic, wane",https://cdn0.membean.com/video/examplevids/rife.mp4,Monty Python's Flying CircusFear is rife because violence is rife in this town.," Now that it is flu season, sniffles, coughs, and other unpleasant symptoms are rife or widespread among school children.  It seems that rumors about a new, harmful strain of flu are also rife or plentiful among parents, even though there is no diagnosis as of yet.  When we get sick, perhaps our fears run wild, filling our interactions with rife or abundant worry that may do more harm than good."
Riposte,When they have said something unkind about you.,"From a root word meaning “to answer, reply.”  In turn, this root word came from “pledge” or “promise,” which is an “answer” or “reply” to a question or challenge.","alacrity, bandy, banter, celerity, contravene, demur, discomfit, disquiet, fractious, parry, rebuff, reciprocate, recompense, recoup, redress, rejoinder, repudiate, restitution","accede, acquiesce, amenable, deference, demure, docile, irrefutable, malleable, obeisance, obtuse, plastic, pliant, politic, servile, subservient, unrequited, vacuous",https://cdn0.membean.com/video/examplevids/riposte.mp4,MASHA pretty awesome riposte.," Ted and Theo exchanged lively dialogue back and forth, each attempting to have a final say with clever ripostes or quick replies to each other.  Their conversations resembled a fencing match, in which they were opponents struggling with sharp, verbal ripostes or answering blows.  Other students paid more attention to the quick ripostes , witty remarks, or verbal thrusts between the two than to the class itself."
Riveted,When it fully occupies your attention.,From a root word meaning “to attach.”,"accentuate, bedevil, beguile, comely, enthrall, epiphany, galvanize, mesmerize, nexus, pertinacious, piquant, reverie, ruminate, scintillating, sedulous, tantalize, transfix, unremitting, whet, winsome","abate, abortive, abstinence, adventitious, allay, alleviate, antipathy, assuage, eschew, inconspicuous, nondescript, obviate, odious, quell, refrain, repugnance, revile, unprepossessing",https://cdn0.membean.com/video/examplevids/riveted.mp4,," While terrified of monsters and ghosts, Brenda nevertheless found herself riveted or fascinated by the local haunted house.  The neighborhood Halloween party offered this entrancing or riveting spectacle for the kids, complete with cobwebs, goblins, and cackling witches.  At night, the soft glow around the fake tombstones riveted the visiting children: they simply could not tear their eyes away from them."
Rotund,"When he has a very large, round body.",Someone who is rotund is “round” like a “wheel” across the middle and thus “fat.”,"cherubic, corporeal, corpulent, distend, tangible, turgid","attenuate, dearth, emaciated, gaunt, jejune, svelte, tenuous, wizened",https://cdn0.membean.com/video/examplevids/rotund.mp4,,"The large clown suit made my skinny Uncle Morris appear rotund or fat.  He was a tall man, but with the round addition of the inflated costume, his body resembled a rotund , plump fruit.  The large size of his decorated waistline was made even more rotund by the bright red fabric of his great costume.  Uncle Morris sort of resembled a rotund , spherical, 300-pound tomato."
Rubric,When certain guidelines need to be followed for an assigned essay.,"Medieval manuscripts often began with bold “red” letters which “framed” or headed the documents.  These “red” letters later gave rise to the concept of a rubric, which symbolically indicated a “frame” or “set of instructions” within which one could proceed correctly on a given task.","circumscribe, delineate, dictum, didactic, dogmatic, edict, explicate, meticulous, paradigm, pedagogy, precept, punctilious, rectitude, scrupulous, sedulous, statutory, synoptic, tenet, thematic","aberrant, abortive, cursory, derelict, errant, eschew, fallacy, indolent, perfunctory, refrain, solecism",https://cdn0.membean.com/video/examplevids/rubric.mp4,," When designating rubrics or sets of guidelines for projects, Professor Pediment was very precise as to what he required.  For example, if the assignment was a research paper, the rubric or set of instructions would indicate length, style, and number of sources to be used.  Dr. Pediment’s formal procedure or rubric had to be followed closely, or students would be marked off for missing important requirements."
Ruminate,To think about or reflect on an issue for a long time.,"A ruminant, such as a cow or sheep, has a “rumen” or series of stomachs that attach to its “gullet” or “throat,” whose function is to digest grass.  Ruminants will often chew for hours on their cud, or partially digested mass of grass, that comes up from their “rumen” through their “throat” after they have swallowed it once already.  Hence, when one ruminates, one mentally “chews” something over and over before coming to a decision.","adjudicate, cogitate, cognitive, deliberate, delineate, envisage, meticulous, punctilious, reverie, scrupulous","arbitrary, catatonic, cursory, ephemeral, extemporaneous, inert, listless, notional, obtuse, quiescence, somnolent, soporific, stasis, stupor, torpor, transience, whimsical",https://cdn0.membean.com/video/examplevids/ruminate.mp4,," After the debate on television, I ruminated on or deeply considered the candidates’ words.  Although I carefully thought or ruminated about their statements all day, it didn’t help me decide how to cast my vote.  I wondered if the candidates spent much time ruminating about current issues, or if they simply repeated what speech writers and campaign managers told them to say."
Sacrosanct,The constitutional right of freedom of speech.,Something sacrosanct is both “holy” and “sacred;” note that using two root words that both mean the same thing adds emphasis to the word.,"apotheosis, approbation, august, deference, deify, ecclesiastical, hallowed, idolatry, immutable, ineffable, inestimable, inimitable, lionize, luminary, numinous, pristine, unalloyed, unsullied, venerable","adulterate, captious, cavil, defile, denigrate, denounce, desecrate, excoriate, pillage, pillory, proscribe, taint, vitiate",https://cdn0.membean.com/video/examplevids/sacrosanct.mp4,," After work each day, my father’s time in his quiet study was considered sacrosanct or sacred.  No one was allowed to interrupt him there in his sacrosanct or blessed domain.  After his holy or sacrosanct hour among his books, my father emerged fresh, ready to join the family for dinner and conversation.  Even years later, no one enters the protected space of my father’s sacrosanct retreat."
Sagacious,When that person possesses great wisdom.,One who is sagacious is able to “perceive” things “keenly.”,"acuity, acumen, astute, clairvoyant, cognitive, discern, incisive, omniscient, perspicacity, politic, pragmatic, precocious, prescient, profundity, savant, venerable, virtuoso","equivocate, irresolute, jejune, malaise, mediocre, myopic, nebulous, obtuse, pedestrian, stupor, stymie, trite, turbid, uncouth, ungainly, vacuous",https://cdn0.membean.com/video/examplevids/sagacious.mp4,The Empire Strikes BackA sagacious Yoda imparts much wisdom to Luke during his training to be a Jedi Knight.," As a sagacious or wise therapist, Anna Weld helped clients reach their own decisions rather than simply telling them how to solve their problems.  Her famed insight attracted patients who needed her knowledgeable or sagacious advice, but she was careful to support rather than control their progress.  Many were surprised when Dr. Weld decided to close her practice, but they knew that the sagacious , practical, and rational professional must have had good reasons to do so."
Salient,"You’re more aware of the problems, and they are growing in significance.","That which is salient is “in a state or condition of leaping, jumping, or springing forward” at the viewer, making it very noticeable.","accentuate, affront, effrontery, egregious, flagrant, formidable, impertinent, importunate, indiscreet, officious, ostensible, ostentatious, overt, overweening, palpable, patent, pertinent, presumptuous, protuberance, veneer","clandestine, covert, demure, furtive, inconspicuous, latent, recluse, reticent, surreptitious, unassuming, unobtrusive, unprepossessing",https://cdn0.membean.com/video/examplevids/salient.mp4,Star TrekSpock has culled the salient portions of the professor's information.," While searching for a new home, Mariah kept the salient , most important details of location and price in mind.  Other less salient or obvious aspects like decor and landscaping could be changed once the right house had been found.  Mariah could picture the outstanding, most significant, and salient qualities of her own dream house as well, although she was not sure that everyone in her family would want a hot tub and sauna."
Salubrious,When it is health-giving.,Anything salubrious has the “nature” of being “healthy or safe” for one.,"benign, comestible, curative, delectable, salutary, unguent, unsullied","acrid, baleful, bedevil, brackish, contagion, dank, debility, decrepitude, deleterious, inimical, internecine, lassitude, malaise, noisome, noxious, pathogen, pernicious, rancor, revile, taint, virulent",https://cdn0.membean.com/video/examplevids/salubrious.mp4,," The trip to the spa had a salubrious or healthy effect on Mimi’s state of mind and body.  Having never been to one before, Mimi was unprepared for the salubrious or beneficial effects of daily yoga practice, vegetarian meals, and intense meditation.  She wished that all her friends could experience the good, wholesome, and salubrious influence of life at a spa."
Salutary,When it offers an improvement to something.,Anything salutary relates to the “health or safety” of an individual.,"auspicious, benign, caliber, comestible, curative, delectable, felicity, potable, pragmatic, propitious, providential, salubrious, unsullied, utilitarian","acrid, baleful, brackish, contagion, debility, decrepitude, deleterious, inimical, insidious, internecine, lassitude, malaise, maleficent, noisome, noxious, pathogen, pernicious, rancor, taint, virulent",https://cdn0.membean.com/video/examplevids/salutary.mp4,," The long walk to school was difficult for Jonah, but the daily exercise proved salutary or beneficial to his overall health in the long run.  Years later, Jonah viewed that salutary , character-building experience as one thing that led him to value education.  By walking to classes as a child, Jonah strengthened his body and also focused his mind with the salutary , useful practice of solitary reflection."
Sanctimonious,When that person tries to show how morally superior he is.,A sanctimonious person puts on a false front “resembling holiness.”,"affront, audacious, bigotry, braggadocio, brazen, bumptious, cavalier, condescend, fulsome, impertinent, incorrigible, pontificate, presumptuous, sardonic, sententious, supercilious, unctuous, vaunted","decorous, demure, diffident, inconspicuous, ingenuous, politic, reticent, skittish, timorous, unadorned, unassuming, unobtrusive",https://cdn0.membean.com/video/examplevids/sanctimonious.mp4,," The sanctimonious guest lorded over the dinner table, insisting that his, and only his opinions were always right.  Sirrel’s holier-than-thou attitude and sanctimonious , superior behavior won him few friends, but no one really listened.  As he spoke, this sanctimonious fellow raised his nose into the air, as if showing himself to be the best, most noble person present.  Sirrel was not invited to dinner again."
Sanction,An official action that approves of doing something.,"When you sanction an activity, you put it into a “holy state,” and thus approve of it; a sanction, therefore, is either something “made holy,” hence “approved,” or put in place to force a nation to “become holy” again.","accede, acquiesce, advocate, approbation, arraign, circumscribe, condone, countenance, deign, delineate, denounce, dictum, fiat, imprimatur, proscribe, punitive, redress, retribution, statutory, stricture","abate, abolish, abrogate, annulment, confound, demur, dissension, efface, expunge, expurgate, extirpate, liquidate, recant, renege, rescind",https://cdn0.membean.com/video/examplevids/sanction.mp4,Men in BlackHe can only wear clothes sanctioned by his employers.," The European Union authorized the placing of official sanctions to restrict trade with a country that had broken human rights laws. The EU sanctioned or approved the placing of these restrictions in very little time. These official restrictive measures or sanctions were in response to that country’s harsh treatment of political prisoners, and the EU hoped that limiting trade would help change the situation. After the legal penalties or sanctions had remained in place for months, innocent people were released and living conditions in prisons improved. Now that the situation had indeed improved, the EU sanctioned or accepted a request that the restrictive measures be relaxed."
Sanguine,When he is confident and cheerful.,"An abundance of the medieval humor “blood” was once thought to make someone sanguine, or “cheerful” and “optimistic.”","aplomb, auspicious, blithe, buoyant, complacent, ebullient, effervescent, fervid, gumption, oblivious, pluck, zealous","choleric, daunt, despondent, diffident, disaffected, dolorous, lugubrious, morose, phlegmatic, saturnine, skittish, tentative, timorous, tremulous",https://cdn0.membean.com/video/examplevids/sanguine.mp4,," Gertrude found her new job to be hard, but she remained sanguine or cheerful through every challenge.  She wanted the restaurant to give her enough experience to attend cooking school, and even though it was tough, her attitude remained hopeful, sanguine , and optimistic.  In fact, the only thing that got Gertrude through her job as dishwasher and assistant to the chef was her sanguine , rose-colored, and confident view that all would work out."
Sardonic,They think a current discussion is ridiculous and needless.,Sardonic comments are “like bitter or scornful laughter.”,"acerbic, acrimonious, brazen, captious, caustic, cavalier, cavil, condescend, decry, defile, denigrate, revile, satire, trenchant, vituperative","affable, amity, blithe, bonhomie, chivalrous, congenial, debonair, deference, impassive, ingenuous, nonchalant, oblivious",https://cdn0.membean.com/video/examplevids/sardonic.mp4,Parks and RecreationApril is being sardonic about Ann leaving.," After hearing about Betty’s idea for a book, Sal tossed a sardonic , nasty grin in her direction and said bitterly, “Are you crazy? No one would buy it.”  If Betty had known of Sal’s sardonic , mocking, and biting personality, she would never have shared her thoughts.  Writing was hard enough without someone disrespecting her work with sardonic , offensive, and mean comments."
Satiate,Filled and completely content.,To satiate someone is to “make her have enough” of something.,"abate, allay, assuage, avarice, capacious, covet, decadent, deluge, desiderata, epicurean, exorbitant, hedonism, inordinate, rapacious, ravenous, regale, surfeit, sybarite, voracious, wane","abstemious, abstinence, austere, dearth, frugal, parsimonious, paucity, spartan, teetotaler",https://cdn0.membean.com/video/examplevids/satiate.mp4,TV Advertisement: Alka Seltzer (1972)He has been satiated to his own discomfort.," After eating a dozen doughnuts at the bakery, Doughnut Don’s appetite for sugar was satiated or completely satisfied.  These sugar needs happened from time to time, but Doughnut Don could always count on “Bart’s Bakery” on the corner to fully fill or satiate his large sweet tooth.  In fact, after some visits to Bart’s, Doughnut Don consumed so many doughnuts that he often felt too full, stuffed, or satiated by sugary delights."
Satire,A written work that mocks people or ideas through humor and exaggeration.,"A satire was originally a literary work that dealt with a number of miscellaneous subjects, or a “full” plate of different items; only later did the word satire evolve into its present meaning of a “work making fun of follies.”","banter, brazen, candor, captious, caricature, caustic, cavalier, cavil, decry, denigrate, derision, farce, fatuous, inane, inveigh, parody, pastiche, revile, sardonic, trenchant, vituperative","affable, blithe, bonhomie, chivalrous, congenial, debonair, demure, idyll, impassive, nonchalant, politic",https://cdn0.membean.com/video/examplevids/satire.mp4,YouTube: AP English Literature and Composition TermsWhat satire is all about.," The famous theatrical satire made fun of King Faldric by portraying him as a greedy fool.  Even the king’s costume was larger than life, which included an enormous crown that satirized or humorously revealed Faldric’s love of power and jewels.  The acting troupe knew that their humor might offend those in authority, so they only performed the popular mocking play or satire in hidden locations."
Saturnine,When that person is depressed or filled with sorrow.,People born under the influence of the planet “Saturn” were once thought to be “gloomy.”,"despondent, dirge, dolorous, dour, elegy, lugubrious, morose, pensive, plaintive, plangent, taciturn, woebegone","ardor, blithe, buoyant, convivial, droll, effulgent, effusive, enthrall, exuberance, exult, garrulous, gregarious, jocular, loquacious, prolix, sanguine, verbose, vivacious, voluble, zealous",https://cdn0.membean.com/video/examplevids/saturnine.mp4,," The innkeeper was going to welcome the new visitor at the bar, but the fellow looked so saturnine or miserable that Rufus let him be.  Sitting alone by the fire, the saturnine or gloomy stranger stared into the flames and wrinkled his brow in black moodiness.  His face was so overshadowed by cheerlessness and so saturnine in its appearance that the other guests chose to leave rather than remain in his darkly sad presence."
Savant,Someone who knows a lot about a subject.,A savant is in the “state or condition of being wise.”,"adept, connoisseur, dilettante, epicurean, erudite, perspicacity, polyglot, polymath, profundity, recondite, sagacious","jejune, mediocre, mundane, obtuse, pedestrian, perfunctory, stultify, trifle, trite, unlettered, vacuous",https://cdn0.membean.com/video/examplevids/savant.mp4,Kim PeekThis savant was the inspiration for the Rain Man character.," Max had a natural gift for learning, and became a well-known savant or specialist in many branches of knowledge.  Not only did this clever savant or intellectual win every trivia game imaginable, but he also completed three doctoral degrees in both the sciences and humanities.  Max’s academic gifts seemed to touch all fields of study, making him one of the greatest savants or scholars of his time."
Schematic,A visual representation of a plan or concept.,"A schematic is “like a form, shape, or figure” of that which it represents.","adjudicate, adumbrate, articulate, circumscribe, decipher, deliberate, delineate, divulge, elucidate, evocation, exegesis, explicate, fathom, gloss, lucid, metaphor","amorphous, confound, confute, conundrum, garbled, misconstrue, obfuscate, opaque, spurious, turbid",https://cdn0.membean.com/video/examplevids/schematic.mp4,," It was only when Rachel saw the sketched plan or schematic diagram for the addition to the house that she understood how it would all look.  The architect was an expert in drawing detailed graphics or schematics of his work before undertaking a project.  By examining the measurements and clear drawings on his schematic picture or blueprint, Rachel felt confident that she had hired the right person."
Schism,When people disagree with others in a group and decide to form a new group.,"A schism is the “condition of being split or divided,” usually by differences of opinion within a group or organization.","antagonist, apostate, bellicose, belligerent, contentious, contumacious, demur, derelict, disaffected, discordant, dissident, dissolution, divisive, factious, heretic, heterodox, polemic, pugnacious, refractory, sedition, skeptic","accede, acquiesce, affiliation, amity, cabal, coagulate, coalesce, coalition, conjugal, empathy, nonpartisan, rapprochement",https://cdn0.membean.com/video/examplevids/schism.mp4,," There was a major divide or schism within the student council, resulting in two opposing groups.  The schism or split originated over a proposed change in the way officers were appointed.  It is very difficult to get anything accomplished in a divided council full of conflict, so we all hope that the recent separation or schism will be mended soon."
Scintillating,When it is entertaining and engaging.,Something scintillating is like a “glittering spot” or a “sparking” which “sparks” interest in it.,"adroit, buoyant, convivial, dapper, debonair, droll, ebullient, effervescent, effulgent, elocution, enthrall, exuberance, exult, jocular, lustrous, vivacious","apathy, dolorous, dour, ennui, languid, lassitude, lethargic, lugubrious, malaise, melancholy, morose, pallid, plaintive, plangent, saturnine, somnolent, stupor, tedium, torpor, trite, woebegone",https://cdn0.membean.com/video/examplevids/scintillating.mp4,," Gretta was known for her clever, stimulating, and scintillating conversation on all topics.  As the wife of the governor, her scintillating or brilliant talent for conversing easily and well proved useful.  Visiting officials and guests from all over the nation welcomed Gretta’s scintillating , interesting, and lively company while staying at the governor’s mansion."
Scrupulous,Work right to the very last minute of their contracted work day.,"When one is being scrupulous one is “full of worry” for doing the right thing, which can cause “headaches” at times.","adjudicate, apposite, candor, circumspect, compunction, condign, deference, deliberate, dogmatic, exacting, fastidious, laborious, meticulous, minutiae, pedantic, pertinacious, punctilious, qualm, solicitous, steadfast, tenacious","arbitrary, chicanery, connive, covert, inequitable, inscrutable, insidious, mountebank, perfidious, poseur, quack, unconscionable, unsavory, vacillate, wanton",https://cdn0.membean.com/video/examplevids/scrupulous.mp4,Sesame StreetLittle George Washington is nothing if not scrupulous.," As a bookkeeper for many local businesses, Porter James worked with honest, scrupulous care to manage their finances.  Merchants and investors knew that they could trust the scrupulous , steady, highly careful, and dedicated Porter with their assets.  His scrupulous and honorable reputation as a reliable man of business led more people to trust him with their difficult, complex dealings."
Scurrilous,"When it makes unkind, untrue statements that hurt someone.","Sometimes court “jesters” used scurrilous language to taunt and tease audience members as part of their performances.  These “buffoons” were allowed to go beyond social norms in their scurrilous, abusive language because they were recognized as “jesters” playing a role; the court fool in King Lear, for instance, uses quite scurrilous language when he verbally attacks Lear’s character.","decry, defile, denigrate, divisive, duplicity, inveigh, Machiavellian, malign, opprobrium, pejorative, pillory, revile, truculent, vitriolic, vituperative","affable, auspicious, benign, bonhomie, candor, clemency, complaisant, congenial, euphemism, innocuous, politic, propitious, salubrious, salutary, verisimilitude, verity",https://cdn0.membean.com/video/examplevids/scurrilous.mp4,," The newspaper’s scurrilous , false account of the robbery cast Tim wrongly as the villain.  He was at the bank by chance when the theft occurred, but the reports scurrilously described his evil intentions and created untrue, unkind, and insulting rumors that damaged Tim’s reputation.  Luckily, Tim’s history as an honorable citizen was enough to correct the scurrilous , hateful, and abusive remarks and restore his innocence."
Sedentary,It is one that involves very little movement or exercise.,One who is sedentary tends to be in a “state or condition of sitting or resting” a great deal of the time.,"catatonic, enervate, indolent, inert, languid, lassitude, lethargic, listless, moribund, otiose, phlegmatic, quiescence, somnolent, stasis, supine, torpor","arduous, buoyant, cavort, ebullient, effervescent, effusive, gambol, itinerant, laborious, peregrination, peripatetic, scintillating, vibrant, vivacious",https://cdn0.membean.com/video/examplevids/sedentary.mp4,YouTube: American Academy of Orthopedic SurgeonsThis is one sedentary kid.," I worked in an office for a while, but I didn’t like having such a sedentary job that had me sit for so much of the day.  I tend to be sedentary or inactive when I get home from work anyway, so having a job where I was basically motionless as well was making me gain weight.  I’ve decided to get a job which is not for the lazy or sedentary person—I’m going to lead people on hikes up Mt. Everest."
